conntrack dump, kind=cached-ebpf rootNS=4026532721
totalEntries=396
namespace 4026531840, size=316:
TCP v4 src=3.171.139.29 dst=192.168.65.3 sport=443 dport=39458 src=172.17.0.2 dst=3.171.139.29 sport=39458 dport=443
TCP v4 src=3.233.158.9 dst=192.168.65.3 sport=443 dport=52254 src=172.17.0.2 dst=3.233.158.9 sport=52254 dport=443
TCP v4 src=3.233.158.10 dst=192.168.65.3 sport=443 dport=36330 src=172.17.0.2 dst=3.233.158.10 sport=36330 dport=443
TCP v4 src=3.233.158.11 dst=192.168.65.3 sport=443 dport=37650 src=172.17.0.2 dst=3.233.158.11 sport=37650 dport=443
TCP v4 src=3.233.158.13 dst=192.168.65.3 sport=443 dport=49686 src=172.17.0.2 dst=3.233.158.13 sport=49686 dport=443
TCP v4 src=3.233.158.42 dst=192.168.65.3 sport=443 dport=40682 src=172.17.0.2 dst=3.233.158.42 sport=40682 dport=443
TCP v4 src=3.233.158.42 dst=192.168.65.3 sport=443 dport=49486 src=172.17.0.2 dst=3.233.158.42 sport=49486 dport=443
TCP v4 src=3.233.158.43 dst=192.168.65.3 sport=443 dport=44296 src=172.17.0.2 dst=3.233.158.43 sport=44296 dport=443
TCP v4 src=3.233.158.44 dst=192.168.65.3 sport=443 dport=42282 src=172.17.0.2 dst=3.233.158.44 sport=42282 dport=443
TCP v4 src=3.233.158.70 dst=192.168.65.3 sport=443 dport=39528 src=172.17.0.2 dst=3.233.158.70 sport=39528 dport=443
TCP v4 src=3.233.158.70 dst=192.168.65.3 sport=443 dport=45932 src=172.17.0.2 dst=3.233.158.70 sport=45932 dport=443
TCP v4 src=3.233.158.71 dst=192.168.65.3 sport=443 dport=39276 src=172.17.0.2 dst=3.233.158.71 sport=39276 dport=443
TCP v4 src=3.233.158.82 dst=192.168.65.3 sport=443 dport=33912 src=172.17.0.2 dst=3.233.158.82 sport=33912 dport=443
TCP v4 src=3.233.158.82 dst=192.168.65.3 sport=443 dport=33914 src=172.17.0.2 dst=3.233.158.82 sport=33914 dport=443
TCP v4 src=3.233.158.82 dst=192.168.65.3 sport=443 dport=37544 src=172.17.0.2 dst=3.233.158.82 sport=37544 dport=443
TCP v4 src=3.233.158.85 dst=192.168.65.3 sport=443 dport=51780 src=172.17.0.2 dst=3.233.158.85 sport=51780 dport=443
TCP v4 src=3.233.158.86 dst=192.168.65.3 sport=443 dport=60660 src=172.17.0.2 dst=3.233.158.86 sport=60660 dport=443
TCP v4 src=3.233.158.91 dst=192.168.65.3 sport=443 dport=34536 src=172.17.0.2 dst=3.233.158.91 sport=34536 dport=443
TCP v4 src=3.233.158.91 dst=192.168.65.3 sport=443 dport=34542 src=172.17.0.2 dst=3.233.158.91 sport=34542 dport=443
TCP v4 src=3.233.158.91 dst=192.168.65.3 sport=443 dport=34548 src=172.17.0.2 dst=3.233.158.91 sport=34548 dport=443
TCP v4 src=3.233.158.91 dst=192.168.65.3 sport=443 dport=45694 src=172.17.0.2 dst=3.233.158.91 sport=45694 dport=443
TCP v4 src=3.233.158.91 dst=192.168.65.3 sport=443 dport=45708 src=172.17.0.2 dst=3.233.158.91 sport=45708 dport=443
TCP v4 src=3.233.158.91 dst=192.168.65.3 sport=443 dport=45936 src=172.17.0.2 dst=3.233.158.91 sport=45936 dport=443
TCP v4 src=3.233.158.120 dst=192.168.65.3 sport=443 dport=38632 src=172.17.0.2 dst=3.233.158.120 sport=38632 dport=443
TCP v4 src=3.233.158.120 dst=192.168.65.3 sport=443 dport=46576 src=172.17.0.2 dst=3.233.158.120 sport=46576 dport=443
TCP v4 src=3.233.158.120 dst=192.168.65.3 sport=443 dport=46578 src=172.17.0.2 dst=3.233.158.120 sport=46578 dport=443
TCP v4 src=3.233.158.123 dst=192.168.65.3 sport=443 dport=41782 src=172.17.0.2 dst=3.233.158.123 sport=41782 dport=443
TCP v4 src=3.233.158.123 dst=192.168.65.3 sport=443 dport=41794 src=172.17.0.2 dst=3.233.158.123 sport=41794 dport=443
TCP v4 src=3.233.158.123 dst=192.168.65.3 sport=443 dport=58382 src=172.17.0.2 dst=3.233.158.123 sport=58382 dport=443
TCP v4 src=3.233.158.123 dst=192.168.65.3 sport=443 dport=58384 src=172.17.0.2 dst=3.233.158.123 sport=58384 dport=443
TCP v4 src=3.233.158.142 dst=192.168.65.3 sport=443 dport=36254 src=172.17.0.2 dst=3.233.158.142 sport=36254 dport=443
TCP v4 src=3.233.158.143 dst=192.168.65.3 sport=443 dport=49124 src=172.17.0.2 dst=3.233.158.143 sport=49124 dport=443
TCP v4 src=3.233.158.160 dst=192.168.65.3 sport=443 dport=50744 src=172.17.0.2 dst=3.233.158.160 sport=50744 dport=443
TCP v4 src=3.233.158.184 dst=192.168.65.3 sport=443 dport=36272 src=172.17.0.2 dst=3.233.158.184 sport=36272 dport=443
TCP v4 src=3.233.158.184 dst=192.168.65.3 sport=443 dport=37788 src=172.19.0.2 dst=3.233.158.184 sport=37788 dport=443
TCP v4 src=3.233.158.197 dst=192.168.65.3 sport=443 dport=43230 src=172.17.0.2 dst=3.233.158.197 sport=43230 dport=443
TCP v4 src=3.233.158.197 dst=192.168.65.3 sport=443 dport=43242 src=172.17.0.2 dst=3.233.158.197 sport=43242 dport=443
TCP v4 src=3.233.158.197 dst=192.168.65.3 sport=443 dport=43248 src=172.17.0.2 dst=3.233.158.197 sport=43248 dport=443
TCP v4 src=3.233.158.197 dst=192.168.65.3 sport=443 dport=56270 src=172.17.0.2 dst=3.233.158.197 sport=56270 dport=443
TCP v4 src=3.233.158.197 dst=192.168.65.3 sport=443 dport=56286 src=172.17.0.2 dst=3.233.158.197 sport=56286 dport=443
TCP v4 src=3.233.158.217 dst=192.168.65.3 sport=443 dport=51012 src=172.17.0.2 dst=3.233.158.217 sport=51012 dport=443
TCP v4 src=3.233.158.217 dst=192.168.65.3 sport=443 dport=51022 src=172.17.0.2 dst=3.233.158.217 sport=51022 dport=443
TCP v4 src=3.233.158.217 dst=192.168.65.3 sport=443 dport=56908 src=172.17.0.2 dst=3.233.158.217 sport=56908 dport=443
TCP v4 src=3.233.158.217 dst=192.168.65.3 sport=443 dport=60002 src=172.17.0.2 dst=3.233.158.217 sport=60002 dport=443
TCP v4 src=3.233.158.217 dst=192.168.65.3 sport=443 dport=60014 src=172.17.0.2 dst=3.233.158.217 sport=60014 dport=443
TCP v4 src=3.233.158.217 dst=192.168.65.3 sport=443 dport=60022 src=172.17.0.2 dst=3.233.158.217 sport=60022 dport=443
TCP v4 src=3.233.158.217 dst=192.168.65.3 sport=443 dport=60024 src=172.17.0.2 dst=3.233.158.217 sport=60024 dport=443
TCP v4 src=3.233.158.217 dst=192.168.65.3 sport=443 dport=60036 src=172.17.0.2 dst=3.233.158.217 sport=60036 dport=443
TCP v4 src=3.233.158.244 dst=192.168.65.3 sport=443 dport=34638 src=172.19.0.2 dst=3.233.158.244 sport=34638 dport=443
TCP v4 src=3.233.158.244 dst=192.168.65.3 sport=443 dport=55886 src=172.17.0.2 dst=3.233.158.244 sport=55886 dport=443
TCP v4 src=3.233.158.252 dst=192.168.65.3 sport=443 dport=43586 src=172.17.0.2 dst=3.233.158.252 sport=43586 dport=443
TCP v4 src=3.233.158.252 dst=192.168.65.3 sport=443 dport=43598 src=172.17.0.2 dst=3.233.158.252 sport=43598 dport=443
TCP v4 src=3.233.158.252 dst=192.168.65.3 sport=443 dport=43602 src=172.17.0.2 dst=3.233.158.252 sport=43602 dport=443
TCP v4 src=3.233.158.252 dst=192.168.65.3 sport=443 dport=43614 src=172.17.0.2 dst=3.233.158.252 sport=43614 dport=443
TCP v4 src=3.233.158.252 dst=192.168.65.3 sport=443 dport=52910 src=172.17.0.2 dst=3.233.158.252 sport=52910 dport=443
TCP v4 src=3.233.158.252 dst=192.168.65.3 sport=443 dport=52912 src=172.17.0.2 dst=3.233.158.252 sport=52912 dport=443
TCP v4 src=3.233.158.252 dst=192.168.65.3 sport=443 dport=52914 src=172.17.0.2 dst=3.233.158.252 sport=52914 dport=443
TCP v4 src=3.233.158.252 dst=192.168.65.3 sport=443 dport=55804 src=172.17.0.2 dst=3.233.158.252 sport=55804 dport=443
TCP v4 src=3.233.158.252 dst=192.168.65.3 sport=443 dport=55808 src=172.17.0.2 dst=3.233.158.252 sport=55808 dport=443
TCP v4 src=3.233.158.252 dst=192.168.65.3 sport=443 dport=55822 src=172.17.0.2 dst=3.233.158.252 sport=55822 dport=443
TCP v4 src=18.173.219.106 dst=192.168.65.3 sport=443 dport=52630 src=172.17.0.2 dst=18.173.219.106 sport=52630 dport=443
